date,time,title,meeting_type,source,agenda_pdf,agenda_html,minutes_pdf,minutes_html,audio_link,video_link,mp4_download,detail_page,video_id
9/17/24,,Fort Collins City Council Regular Meeting 9/17/24,City Council Regular Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2535?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2535?site=1,2535.0
9/24/24,,Fort Collins City Council Work Session 9/24/24,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2546?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2546?site=1,2546.0
9/26/24,,Fort Collins Urban Renewal Authority Board Meeting 9/26/24,Urban Renewal Authority Board,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2553?site=1,https://reflect-vod-fcgov.cablecast.tv/store-4/2553-URA-Sept2624-a-v1/vod.mp4,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2553?site=1,2553.0
10/1/24,,Fort Collins City Council Regular Meeting 10/1/24,City Council Regular Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2556?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2556?site=1,2556.0
10/8/24,,Fort Collins City Council Work Session 10/8/24,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2562?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2562?site=1,2562.0
10/15/24,,Fort Collins City Council Regular Meeting 10/15/24,City Council Regular Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2565?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2565?site=1,2565.0
10/22/24,,Fort Collins City Council Work Session 10/22/24,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2575?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2575?site=1,2575.0
10/24/24,,Fort Collins Urban Renewal Authority Board Meeting 10/24/24,Urban Renewal Authority Board,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2576?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2576?site=1,2576.0
11/4/24,,Fort Collins City Council Regular Meeting 11/4/24,City Council Regular Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2583?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2583?site=1,2583.0
11/6/24,,Fort Collins City Council Special Meeting 11/6/24,City Council Special Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2586?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2586?site=1,2586.0
11/12/24,,Fort Collins City Council Work Session 11/12/24,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2588?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2588?site=1,2588.0
11/19/24,,Fort Collins City Council Regular Meeting 11/19/24,City Council Regular Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2595?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2595?site=1,2595.0
2/7/23,,Fort Collins City Council Meeting 2/7/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2045?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2045?site=1,2045.0
2/14/23,,Fort Collins City Council Work Session 2/14/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2047?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2047?site=1,2047.0
2/21/23,,Fort Collins City Council Meeting 2/21/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2065?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2065?site=1,2065.0
2/23/23,,Fort Collins Urban Renewal Authority Board Meeting 2/23/23,Urban Renewal Authority Board,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2067?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2067?site=1,2067.0
2/28/23,,Fort Collins City Council Work Session 2/28/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2073?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2073?site=1,2073.0
3/7/23,,Fort Collins City Council Meeting 3/7/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2081?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2081?site=1,2081.0
3/14/23,,Fort Collins City Council Work Session 3/14/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2087?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2087?site=1,2087.0
3/21/23,,Fort Collins City Council Meeting 3/21/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2093?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2093?site=1,2093.0
4/4/23,,Fort Collins City Council Meeting 4/4/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2109?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2109?site=1,2109.0
4/11/23,,Fort Collins City Council Work Session 4/11/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2116?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2116?site=1,2116.0
4/18/23,,Fort Collins City Council Meeting 4/18/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2124?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2124?site=1,2124.0
4/25/23,,Fort Collins City Council Work Session 4/25/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2132?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2132?site=1,2132.0
5/2/23,,Fort Collins City Council Meeting 5/2/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2140?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2140?site=1,2140.0
5/9/23,,Fort Collins City Council Work Session 5/9/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2145?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2145?site=1,2145.0
5/16/23,,Fort Collins City Council Meeting 5/16/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2151?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2151?site=1,2151.0
5/23/23,,Fort Collins City Council Work Session 5/23/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2160?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2160?site=1,2160.0
6/6/23,,Fort Collins City Council Meeting & Special Work Session 6/6/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2168?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2168?site=1,2168.0
6/13/23,,Fort Collins City Council Work Session 6/13/23,City Council Work Session,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2169?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2169?site=1,2169.0
6/20/23,,Fort Collins City Council Meeting 6/20/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2172?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2172?site=1,2172.0
7/18/23,,Fort Collins City Council Meeting 7/18/23,City Council Meeting,cablecast,,,,,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2193?site=1,,https://reflect-vod-fcgov.cablecast.tv/CablecastPublicSite/show/2193?site=1,2193.0
